,Tm
12220,MDD4213058.1
12221,WP_136006124.1
12222,WP_207644589.1
12223,MBQ8415003.1
12224,OHE26058.1
12225,MBR2334613.1
12226,WP_288221716.1
12227,RJX26828.1
12228,MCR3955474.1
12229,MBR2381303.1
12230,MBR2974854.1
12231,MDD5183410.1
12232,MDD2258820.1
12233,MCF7931585.1
12234,MBS3972261.1
12235,WP_281835412.1
12236,MBS3987077.1
12237,MCA0384250.1
12238,WP_194699896.1
12239,MDF2698664.1
12240,TVP86358.1
12241,MBG0763758.1
12242,KJS16489.1
12243,MCD8574469.1
12244,WP_227258916.1
12245,WP_206964894.1
12246,WP_167806019.1
12247,WP_036095608.1
12248,WP_190615517.1
12249,MCF7929400.1
12250,WP_023051120.1
12251,WP_291944401.1
12252,MBU3851769.1
12253,HHX07375.1
12254,WP_091489140.1
12255,WP_213236349.1
12256,MDK2866313.1
12257,HHT21219.1
12258,WP_204661030.1
12259,WP_281092493.1
12260,WP_069875511.1
12261,HAS72749.1
12262,OJV64754.1
12263,WP_194701889.1
12264,MCD4714477.1
12265,MBE0450066.1
12266,MDN5352323.1
12267,MCA0385733.1
12268,WP_281093093.1
12269,OJV66671.1
12270,WP_144988478.1
12271,WP_192024176.1
12272,WP_255707099.1
12273,WP_077428996.1
12274,WP_148555980.1
12275,UPA29968.1
12276,WP_228415306.1
12277,WP_270301086.1
12278,WP_206924374.1
12279,MCL2699255.1
12280,WP_044390214.1
12281,WP_222125079.1
12282,WP_283904057.1
12283,WP_251479710.1
12284,WP_251544399.1
12285,WP_079507346.1
12286,WP_262303489.1
12287,WP_233811317.1
12288,WP_213370985.1
12289,WP_226601892.1
12290,WP_054950964.1
12291,WP_232697617.1
12292,WP_036834386.1
12293,WP_244527686.1
12294,WP_240458710.1
12295,NWO12126.1
12296,WP_237342827.1
12297,WP_296360407.1
12298,WP_280227408.1
12299,MCB1466735.1
12300,WP_297754993.1
12301,OJU85489.1
12302,MBN9622358.1
12303,NBW46141.1
12304,SEB35319.1
12305,WP_240319555.1
12306,MDB5820667.1
12307,PJC74093.1
12308,OIP89437.1
12309,MDI6776231.1
12310,RJQ31564.1
12311,HID57817.1
12312,RJQ29953.1
12313,WP_173025514.1
12314,MBN8748873.1
12315,MXO60661.1
12316,MCC6869882.1
12317,TSD40552.1
12318,WP_210027843.1
12319,WP_260684557.1
12320,WP_183786789.1
12321,WP_271092394.1
12322,RZV59593.1
12323,MAS42601.1
12324,WP_092680358.1
12325,WP_107009669.1
12326,WP_255708371.1
12327,WP_245606992.1
12328,WP_267616379.1
12329,WP_279103061.1
12330,WP_184392027.1
12331,WP_035748995.1
12332,WP_026119637.1
12333,WP_200815801.1
12334,WP_141845930.1
12335,MPZ96283.1
12336,WP_204918915.1
12337,WP_187578633.1
12338,WP_108997892.1
12339,WP_210901541.1
12340,MBO1269923.1
12341,WP_242702213.1
12342,WP_258440954.1
12343,MBI1377419.1
12344,WP_108514904.1
12345,MCL4182193.1
12346,WP_138733721.1
12347,WP_207082388.1
12348,WP_006901473.1
12349,WP_252973860.1
12350,WP_284534668.1
12351,WP_234001675.1
12352,WP_249043301.1
12353,WP_266264202.1
12354,MCK3771128.1
12355,WP_036276138.1
12356,WP_245715984.1
12357,WP_190252740.1
12358,SCL73475.1
12359,WP_112278773.1
12360,WP_247963454.1
12361,WP_243640022.1
12362,RGC66149.1
12363,WP_278097617.1
12364,WP_188744393.1
12365,WP_109429340.1
12366,WP_155321802.1
12367,MBF0475021.1
12368,MBW2083822.1
12369,WP_215734629.1
12370,WP_027716141.1
12371,WP_145025634.1
12372,WP_243372879.1
12373,WP_012647512.1
12374,WP_004511536.1
12375,WP_062492533.1
12376,WP_188992570.1
12377,WP_220348955.1
12378,WP_284241993.1
12379,WP_183598325.1
12380,WP_251651202.1
12381,WP_128655038.1
12382,WP_018660029.1
12383,MBO2478480.1
12384,PDO11205.1
12385,WP_036583882.1
12386,WP_205431462.1
12387,WP_020615325.1
12388,AFH64275.2
12389,MBE3554013.1
12390,WP_005581859.1
12391,MBO2469509.1
12392,WP_236406982.1
12393,NLK44805.1
12394,NLV88670.1
12395,NLY84836.1
12396,WP_087457767.1
12397,WP_132946584.1
12398,WP_282200517.1
12399,WP_139492880.1
12400,WP_009673376.1
12401,WP_103993776.1
12402,WP_042232798.1
12403,WP_217557600.1
12404,MBP3038309.1
12405,WP_049671455.1
12406,WP_018210999.1
12407,WP_015944814.1
12408,WP_104849038.1
12409,WP_072772747.1
12410,WP_072523832.1
12411,MCE5271602.1
12412,WP_076685138.1
12413,WP_128554106.1
12414,NLL71824.1
12415,MCI8834341.1
12416,WP_184091719.1
12417,AAQ08912.1
12418,WP_217383492.1
12419,WP_010644649.1
12420,WP_071337341.1
12421,WP_282395460.1
12422,WP_128558617.1
12423,WP_129819349.1
12424,WP_093897578.1
12425,WP_109293749.1
12426,WP_114013711.1
12427,WP_230918673.1
12428,WP_189304904.1
12429,WP_143623693.1
12430,WP_182604432.1
12431,AKH04337.1
12432,WP_182666664.1
12433,MCL2248266.1
12434,HDQ99221.1
12435,MCO6455914.1
12436,MCI9381250.1
12437,MCI8796278.1
12438,WP_092040086.1
12439,MBA2557170.1
12440,MDF2735259.1
12441,KJS15644.1
12442,MBA2315848.1
12443,OGN88402.1
12444,ALJ56628.1
12445,WP_062100866.1
12446,UCH78889.1
12447,MCD8284393.1
12448,MCD8298322.1
12449,MBD0316945.1
12450,MCI0363887.1
12451,NRA58029.1
12452,MDA0214487.1
12453,MCI0676276.1
12454,MCL4210005.1
12455,MBD3379504.1
12456,CCX75074.1
12457,MCI8502402.1
12458,EOS70511.1
12459,WP_144101617.1
12460,HIX76822.1
12461,WP_118519925.1
12462,WP_118288419.1
12463,WP_117537850.1
12464,MCI9340406.1
12465,MCI9453440.1
12466,WP_219511648.1
12467,WP_049563508.1
12468,HBA63963.1
12469,NTU70349.1
12470,WP_216206374.1
12471,WP_260216599.1
12472,MCE2454501.1
12473,RMH26992.1
12474,MBW1698746.1
12475,MCD6124171.1
12476,HHH81216.1
12477,MBX3413650.1
12478,TMQ53574.1
12479,WP_203150416.1
12480,WP_218469350.1
12481,MCL7970771.1
12482,MCL7961714.1
12483,MCL7928361.1
12484,NNK49260.1
12485,MCK5446555.1
12486,MAN95431.1
12487,TVR56439.1
12488,MBA2571915.1
12489,MDB4951987.1
12490,HBD99635.1
12491,NNM33471.1
12492,MCH2470238.1
12493,MCI0434727.1
12494,MDH5590180.1
12495,MCG6957058.1
12496,MYG82053.1
12497,MCY4571214.1
12498,MBA2243805.1
12499,HIF21270.1
12500,NLG60760.1
12501,MDE2654860.1
12502,MXX33674.1
12503,MSR20644.1
12504,MDE2676762.1
12505,PZN91314.1
12506,HAW89299.1
12507,HIF06357.1
12508,MBD49055.1
12509,MCH2463200.1
12510,MAW72878.1
12511,MCH7855858.1
12512,MBV9110184.1
12513,NIP83248.1
12514,WP_019448003.1
12515,MBT7741792.1
12516,MBT4667754.1
12517,MBC8349223.1
12518,MDA9962919.1
12519,MDE0576811.1
12520,WP_192770964.1
12521,WP_281577363.1
12522,WP_037645152.1
12523,KUN56803.1
12524,WP_033946707.1
12525,WP_173142124.1
12526,MCO5991430.1
12527,WP_062189000.1
12528,WP_109295114.1
12529,WP_229695638.1
12530,WP_214928770.1
12531,WP_053852494.1
12532,WP_243336439.1
12533,WP_125492282.1
12534,WP_141206143.1
12535,MBC2903689.1
12536,WP_030927331.1
12537,MBC7220482.1
12538,MAE32475.1
12539,MDE2658152.1
12540,MCH2385336.1
12541,MBW7996281.1
12542,MBV9449460.1
12543,WP_149848079.1
12544,MDJ0850689.1
12545,WP_018540281.1
12546,WP_159943615.1
12547,WP_269740721.1
12548,WP_281582558.1
12549,WP_255950106.1
12550,WP_270145345.1
12551,WP_030289545.1
12552,WP_188309407.1
12553,WP_033348256.1
12554,WP_253862734.1
12555,WP_018218320.1
12556,WP_266387958.1
12557,WP_203934687.1
12558,WP_093777202.1
12559,WP_222970141.1
12560,WP_026424629.1
12561,MBM7810364.1
12562,MBX6767590.1
12563,MBO0820114.1
12564,WP_189248064.1
12565,WP_103936576.1
12566,WP_239562981.1
12567,WP_230920892.1
12568,HEY77239.1
12569,MBI2976412.1
12570,RME35417.1
12571,MBO9371686.1
12572,MCX7854429.1
12573,MCW1969265.1
12574,MBU6358393.1
12575,MCD6554346.1
12576,MCJ7738427.1
12577,MCS7179191.1
12578,MBC7250925.1
12579,WP_215544177.1
12580,NPV71761.1
12581,MDH3198185.1
12582,WP_267803644.1
12583,WP_278153303.1
12584,WP_196419573.1
12585,MBX7553608.1
12586,WP_092922398.1
12587,WP_092979685.1
12588,HED66212.1
12589,QDU67531.1
12590,MBL6754797.1
12591,MDG1050746.1
12592,MBT3331447.1
12593,MBV1699991.1
12594,MBX9604065.1
12595,WP_011952448.1
12596,MBL8385653.1
12597,MBC7928742.1
12598,MBL8379103.1
12599,MCD6675277.1
12600,MBT3990176.1
12601,MCC2111434.1
12602,MBL4756591.1
12603,WP_106854281.1
12604,WP_095870629.1
12605,PQP56878.1
12606,WP_128110671.1
12607,WP_083141812.1
12608,WP_062391663.1
12609,WP_157613896.1
12610,WP_258506341.1
12611,WP_019573144.1
12612,WP_043339463.1
12613,WP_300709541.1
12614,WP_205982453.1
12615,WP_234196838.1
12616,WP_046807280.1
12617,WP_007973378.1
12618,WP_175205997.1
12619,WP_081514503.1
12620,WP_230695617.1
12621,WP_088278913.1
12622,WP_151638527.1
12623,WP_116583202.1
12624,WP_028356076.1
12625,WP_016834435.1
12626,WP_116436467.1
12627,WP_050479256.1
12628,WP_293411415.1
12629,WP_094565460.1
12630,WP_066410765.1
12631,KOF53810.1
12632,WP_008059174.1
12633,WP_077118670.1
12634,WP_050447734.1
12635,MBU3654489.1
12636,WP_296305776.1
12637,WP_109923054.1
12638,WP_259245672.1
12639,WP_301080216.1
12640,WP_301815969.1
12641,WP_050730641.1
12642,WP_006220926.1
12643,WP_279997439.1
12644,WP_219990741.1
12645,KAG4081073.1
12646,WP_100856953.1
12647,WP_194726048.1
12648,WP_104144180.1
12649,WP_062407025.1
12650,WP_268081763.1
12651,WP_183028150.1
12652,WP_183012227.1
12653,MBC7131973.1
12654,PIT77528.1
12655,WP_119014074.1
12656,WP_288041868.1
12657,WP_100131949.1
12658,WP_088159520.1
12659,WP_175173757.1
12660,WP_213302551.1
12661,WP_088447265.1
12662,WP_296695921.1
12663,WP_173146301.1
12664,WP_054427135.1
12665,MBP8150055.1
12666,WP_088141796.1
12667,WP_169272478.1
12668,WP_163968749.1
12669,WP_059372763.1
12670,MBP8148174.1
12671,WP_017761218.1
12672,WP_088148704.1
12673,WP_062682148.1
12674,WP_105557842.1
12675,WP_211882573.1
12676,WP_176090414.1
12677,WP_212315923.1
12678,WP_123787055.1
12679,WP_013395406.1
12680,WP_276241318.1
12681,WP_191818547.1
12682,WP_226109472.1
12683,WP_291083515.1
12684,WP_054451226.1
12685,WP_294372360.1
12686,MBU3711110.1
12687,WP_109517040.1
12688,WP_202831522.1
12689,WP_238512278.1
12690,WP_211850565.1
12691,WP_208580242.1
12692,WP_150082591.1
12693,WP_093013878.1
12694,WP_090568771.1
12695,WP_175214246.1
12696,WP_125471085.1
12697,WP_043331037.1
12698,WP_273925667.1
12699,WP_207471503.1
12700,SEK11107.1
12701,SIT02692.1
12702,MBI3284363.1
12703,WP_076515489.1
12704,WP_092582603.1
12705,UUZ76565.1
12706,WP_149319682.1
12707,WP_077593508.1
12708,WP_064577004.1
12709,WP_097201215.1
12710,MDF2457720.1
12711,WP_169498998.1
12712,WP_232206340.1
12713,WP_062365054.1
12714,MBL8361980.1
12715,WP_043358605.1
12716,WP_174107875.1
12717,WP_273948901.1
12718,MBK6714497.1
12719,WP_018904824.1
12720,RUP23467.1
12721,WP_006575808.1
12722,WP_021003504.1
12723,WP_290321065.1
12724,WP_286540627.1
12725,RYJ02713.1
12726,WP_124961284.1
12727,MDE2429058.1
12728,WP_068835828.1
12729,WP_141510695.1
12730,WP_286624027.1
12731,KJK23836.1
12732,WP_126837581.1
12733,WP_056588952.1
12734,WP_056513631.1
12735,MBD0270919.1
12736,MBA3726547.1
12737,NLD71021.1
12738,MDB5373063.1
12739,WP_286656351.1
12740,WP_093111950.1
12741,WP_106554810.1
12742,WP_214701809.1
12743,WP_214682887.1
12744,WP_071071591.1
12745,MBI5276509.1
12746,WP_071039568.1
12747,WP_071021539.1
12748,WP_055797710.1
12749,WP_172223378.1
12750,MBC8258094.1
12751,MCP4072717.1
12752,MCP4185204.1
12753,MBU36127.1
12754,MAF55796.1
12755,MBT7974797.1
12756,XP_057443118.1
12757,XP_027934916.1
12758,XP_057443125.1
12759,XP_027066153.1
12760,KAI5669319.1
12761,KEH30026.1
12762,XP_013455996.1
12763,XP_050899521.1
12764,XP_013455993.1
12765,XP_019454581.1
12766,XP_015949642.1
12767,XP_050898274.1
12768,KAE9621364.1
12769,KAE9619754.1
12770,CAI8616411.1
12771,GEU58159.1
12772,OWM73087.1
12773,XP_010257447.1
12774,KAJ4823754.1
12775,KAJ4837148.1
12776,MBA0638412.1
12777,XP_017977849.1
12778,XP_012443361.1
12779,XP_017977848.1
12780,XP_016689733.1
12781,XP_016750234.1
12782,AOG20824.1
12783,KAG8495467.1
12784,XP_021297447.1
12785,XP_017612037.1
12786,XP_023918004.1
12787,POF03415.1
12788,POF03412.1
12789,XP_023918009.1
12790,KAF3950408.1
12791,POF03414.1
12792,XP_023918002.1
12793,XP_030927999.1
12794,XP_006361353.2
12795,XP_049399331.1
12796,XP_042400166.1
12797,XP_042404007.1
12798,XP_042400165.1
12799,KZV22476.1
12800,XP_047945899.1
12801,XP_057770429.1
12802,XP_042062226.1
12803,KAJ9547997.1
12804,TMW94258.1
12805,XP_016543644.1
12806,PHT27144.1
12807,KAG5583322.1
12808,KAH6821580.1
12809,KAH6769907.1
12810,KAH6808887.1
12811,KAH6816435.1
12812,KAH6808886.1
12813,KAH6769908.1
12814,KAH6821581.1
12815,CAH8357117.1
12816,KAH6816434.1
12817,XP_043621731.1
12818,KAH6772205.1
12819,KAH6819330.1
12820,KAH6794535.1
12821,KAH6828667.1
12822,KAG5583323.1
12823,XP_057547634.1
12824,KAH0723519.1
12825,XP_049342541.1
12826,XP_015089365.1
12827,XP_049402289.1
12828,KAG5583321.1
12829,KAH0721199.1
12830,KAJ8534139.1
12831,XP_055809124.1
12832,XP_019187443.1
12833,XP_011079077.1
12834,XP_009588398.1
12835,PIN19942.1
12836,XP_023520725.1
12837,PIN25017.1
12838,KAI3444309.1
12839,KAG6603298.1
12840,XP_011075453.1
12841,XP_019263478.1
12842,KAG8367819.1
12843,TXG70188.1
12844,KAI9161911.1
12845,KAK0598071.1
12846,WP_104003431.1
12847,MCC6799268.1
12848,NLX11081.1
12849,NLX08295.1
12850,MCI3953777.1
12851,MCB1998652.1
12852,WP_119290603.1
12853,MBX3637259.1
12854,MBW8757555.1
12855,WP_128197135.1
12856,WP_201496849.1
12857,MCF8160270.1
12858,MBN8488980.1
12859,MBP6675920.1
12860,UCG96797.1
12861,WP_043186044.1
12862,MSQ56164.1
12863,MCX8003868.1
12864,WP_124483891.1
12865,WP_122948439.1
12866,TMH73253.1
12867,PKO61899.1
12868,WP_175775490.1
12869,WP_174956598.1
12870,WP_132020398.1
12871,WP_124597516.1
12872,EKD97666.1
12873,WP_107311623.1
12874,MBK7471030.1
12875,WP_293603171.1
12876,WP_174969870.1
12877,WP_209758082.1
12878,WP_296274642.1
12879,WP_300173284.1
12880,WP_101101905.1
12881,MBN3815439.1
12882,MCA3148411.1
12883,WP_296491557.1
12884,KAF1044969.1
12885,WP_175197220.1
12886,WP_246600245.1
12887,MCE2880613.1
12888,WP_296159492.1
12889,MCS6944528.1
12890,WP_209385403.1
12891,WP_137920618.1
12892,WP_061166310.1
12893,WP_298832280.1
12894,SAK58656.1
12895,WP_092125790.1
12896,MBV6303700.1
12897,WP_062604149.1
12898,WP_091911971.1
12899,MCA3181918.1
12900,WP_088602016.1
12901,MBS0313226.1
12902,MBM3362280.1
12903,MBK9199300.1
12904,WP_104798687.1
12905,NBS09239.1
12906,MCC7069189.1
12907,MCZ2135487.1
12908,MDN5251026.1
12909,WP_100132203.1
12910,MCZ8254223.1
12911,MBK8361082.1
12912,MBX3607967.1
12913,WP_066336944.1
12914,WP_233246472.1
12915,NBT67389.1
12916,NBS74104.1
12917,WP_128355198.1
12918,MBU3649675.1
12919,MBK6557734.1
12920,WP_150374228.1
12921,MBP6529836.1
12922,WP_248323713.1
12923,PUE33197.1
12924,NDF44338.1
12925,MBU0590506.1
12926,OGB30654.1
12927,WP_250527926.1
12928,WP_127996930.1
12929,NYT76064.1
12930,WP_180152915.1
12931,WP_089417730.1
12932,WP_244830109.1
12933,KJS76858.1
12934,WP_045531024.1
12935,MBX3644448.1
12936,WP_291009212.1
12937,MBT9596410.1
12938,WP_046111178.1
12939,WP_250475998.1
12940,WP_250510731.1
12941,WP_250468446.1
12942,WP_157263534.1
12943,WP_136177342.1
12944,WP_180683394.1
12945,WP_210543309.1
12946,WP_066089447.1
12947,NDF66207.1
12948,WP_226882074.1
12949,WP_196870385.1
12950,MCU0957924.1
12951,PKO31667.1
12952,MBK6717946.1
12953,MCA3252765.1
12954,WP_298231191.1
12955,WP_281810316.1
12956,WP_291127468.1
12957,RJP67884.1
12958,WP_011801693.1
12959,WP_088285458.1
12960,MDE3011606.1
12961,WP_257800267.1
12962,MBN8494575.1
12963,MBA4176117.1
12964,MBU3647239.1
12965,NBO89445.1
12966,MCE2774735.1
12967,MBY0465747.1
12968,MBA4262815.1
12969,WP_182664936.1
12970,WP_187604258.1
12971,WP_028996434.1
12972,WP_169160073.1
12973,MBZ8141950.1
12974,WP_210827722.1
12975,WP_300864386.1
12976,CDS49040.1
12977,WP_291079910.1
12978,WP_238218411.1
12979,MCE2688443.1
12980,WP_075298061.1
12981,MBK9572397.1
12982,MBU3711230.1
12983,MDI9330025.1
12984,EWS63932.1
12985,TNF60297.1
12986,WP_110327497.1
12987,TDM09631.1
12988,WP_162069005.1
12989,MDA8600232.1
12990,WP_105727951.1
12991,WP_300235653.1
12992,KAK48333.1
12993,WP_266123575.1
12994,NBU44241.1
12995,WP_205992414.1
12996,MBL8328139.1
12997,WP_012348978.1
12998,WP_300873387.1
12999,WP_251971345.1
13000,GJH17981.1
13001,WP_281891136.1
13002,WP_269631707.1
13003,WP_183106687.1
13004,WP_069046605.1
13005,WP_086120830.1
13006,WP_213231280.1
13007,WP_183715163.1
13008,MBP7914243.1
13009,MBA4340761.1
13010,WP_296871903.1
13011,WP_251708537.1
13012,WP_092006984.1
13013,WP_250485346.1
13014,KPF44221.1
13015,NDG42361.1
13016,WP_291066663.1
13017,MCZ8076006.1
13018,WP_014430403.1
13019,MBL8390093.1
13020,WP_077330538.1
13021,MCX7251616.1
13022,WP_224012186.1
13023,MBL8337767.1
13024,WP_271008475.1
13025,WP_061179903.1
13026,WP_250517243.1
13027,WP_104797478.1
13028,WP_285982835.1
13029,WP_296448061.1
13030,WP_285230959.1
13031,MBL0090218.1
13032,WP_171828897.1
13033,WP_161126398.1
13034,MBA4194195.1
13035,MDH4390132.1
13036,WP_130482006.1
13037,MCK6425110.1
13038,WP_102767810.1
13039,WP_302172281.1
13040,WP_263517026.1
13041,WP_137733928.1
13042,MBU3654360.1
13043,AQH02932.1
13044,MDI3511906.1
13045,WP_053570074.1
13046,AET92421.1
13047,WP_233408942.1
13048,WP_164963983.1
13049,MCE2657202.1
13050,WP_128228203.1
13051,WP_108358580.1
13052,MCA0177604.1
13053,WP_166226456.1
13054,WP_061118660.1
13055,MBX3601594.1
13056,WP_250477948.1
13057,WP_009857642.1
13058,MBT9489651.1
13059,WP_263564677.1
13060,MDE2128064.1
13061,WP_288121218.1
13062,OGB06771.1
13063,MBW8780189.1
13064,WP_094161000.1
13065,WP_298291530.1
13066,MDE2174457.1
13067,WP_013106811.1
13068,WP_156053393.1
13069,WP_276707729.1
13070,WP_276730293.1
13071,WP_013124038.1
13072,WP_288094148.1
13073,MBN2691798.1
13074,WP_055449049.1
13075,OYV35896.1
13076,MCE1162432.1
13077,WP_079418561.1
13078,OYU25583.1
13079,WP_182993925.1
13080,MDD2843436.1
13081,WP_037480945.1
13082,OYY19628.1
13083,MBL8311393.1
13084,WP_241397290.1
13085,WP_297657718.1
13086,WP_105749224.1
13087,WP_293635299.1
13088,WP_159593900.1
13089,MBN8511395.1
13090,WP_133596453.1
13091,MCU0763644.1
13092,WP_291113371.1
13093,WP_260790331.1
13094,WP_114973358.1
13095,WP_066265162.1
13096,OYT89618.1
13097,WP_293995072.1
13098,WP_101046709.1
13099,WP_293639921.1
13100,WP_210862310.1
13101,WP_210802818.1
13102,WP_282823927.1
13103,WP_210853279.1
13104,MCA0244974.1
13105,MBL0094063.1
13106,WP_293464590.1
13107,MCX7243657.1
13108,MBK9986348.1
13109,WP_086123534.1
13110,MBA4254545.1
13111,MCU0922828.1
13112,MBP6544959.1
13113,MBU4518097.1
13114,WP_290973027.1
13115,WP_119152955.1
13116,WP_100145004.1
13117,MBW8315975.1
13118,OGB18978.1
13119,WP_236965589.1
13120,WP_159605780.1
13121,WP_297396969.1
13122,MBL8370968.1
13123,WP_179633131.1
13124,WP_220786884.1
13125,WP_177135366.1
13126,MDD2536594.1
13127,MCA3164039.1
13128,MBS1179931.1
13129,OHC80070.1
13130,WP_011466307.1
13131,WP_300653204.1
13132,MCF8154093.1
13133,MBP6336910.1
13134,WP_272648357.1
13135,WP_104299823.1
13136,MBK7613596.1
13137,WP_133604537.1
13138,WP_137941587.1
13139,WP_163459317.1
13140,MCU7373487.1
13141,WP_210808549.1
13142,WP_291106904.1
13143,WP_122956621.1
13144,WP_234262836.1
13145,WP_291214177.1
13146,WP_251674598.1
13147,MBH2019489.1
13148,WP_029462536.1
13149,PKO69650.1
13150,WP_273468629.1
13151,WP_036236586.1
13152,MCU0927222.1
13153,WP_296503629.1
13154,WP_066154139.1
13155,MBE2261967.1
13156,WP_066257455.1
13157,MDA9218257.1
13158,WP_173805376.1
13159,WP_079366190.1
13160,MCH9819071.1
13161,WP_074574110.1
13162,TNF56303.1
13163,MCH9847904.1
13164,WP_149502337.1
13165,WP_056277635.1
13166,WP_007871319.1
13167,WP_266004431.1
13168,WP_289255144.1
13169,WP_166832707.1
13170,MBA4213252.1
13171,MBK6293772.1
13172,WP_296527679.1
13173,WP_195796260.1
13174,MBS3911446.1
13175,WP_133701088.1
13176,MBP8088200.1
13177,WP_019559769.1
13178,MBT9459450.1
13179,RYG22757.1
13180,KAF4530879.1
13181,WP_250960209.1
13182,MBK7203989.1
13183,MBK6430657.1
13184,RZS54681.1
13185,KXA94675.1
13186,KXA97256.1
13187,WP_081574693.1
13188,MDH4151512.1
13189,WP_189535047.1
13190,WP_048412571.1
13191,WP_255989848.1
13192,MCE3000511.1
13193,OIP14966.1
13194,WP_047966229.1
13195,MDH5535090.1
13196,RPJ48738.1
13197,WP_110389687.1
13198,WP_249616705.1
13199,WP_166830043.1
13200,WP_046351291.1
13201,WP_077299319.1
13202,WP_045847603.1
13203,WP_273430617.1
13204,MDB5902900.1
13205,MBW8382170.1
13206,WP_053936590.1
13207,WP_194117296.1
13208,WP_130107248.1
13209,WP_115226799.1
13210,WP_089085602.1
13211,WP_293764073.1
13212,WP_209460846.1
13213,MBV8467368.1
13214,MBX3663742.1
13215,WP_227180493.1
13216,HCY63789.1
13217,WP_159875146.1
13218,MBV1776690.1
13219,WP_184039798.1
13220,MBM3342570.1
13221,WP_182121901.1
13222,MBP2642044.1
13223,WP_253339404.1
13224,WP_193584335.1
13225,WP_132259836.1
13226,WP_012696184.1
13227,WP_009118939.1
13228,WP_099405039.1
13229,WP_284100904.1
13230,RTL03330.1
13231,WP_028447880.1
13232,WP_052222628.1
13233,MBK8018374.1
13234,WP_119784988.1
13235,MSQ59452.1
13236,WP_011137123.1
13237,MBY0267153.1
13238,WP_019102649.1
13239,WP_027469464.1
13240,WP_143856793.1
13241,WP_026182700.1
13242,WP_048409082.1
13243,WP_230338655.1
13244,WP_228217999.1
13245,WP_284198068.1
13246,WP_103902921.1
13247,MBO7081984.1
13248,WP_188701855.1
13249,WP_059287468.1
13250,WP_072429900.1
13251,WP_263126462.1
13252,WP_184103485.1
13253,WP_103523387.1
13254,WP_189351998.1
13255,WP_120812159.1
13256,WP_181834473.1
13257,WP_269533105.1
13258,WP_111519166.1
13259,MBI1396852.1
13260,WP_099397347.1
13261,MBI3144012.1
13262,WP_163317756.1
13263,WP_125971704.1
13264,WP_028453091.1
13265,WP_054284600.1
13266,WP_283149871.1
13267,WP_115433478.1
13268,WP_018747646.1
13269,WP_061503992.1
13270,WP_116292398.1
13271,WP_028497610.1
13272,WP_116383543.1
13273,WP_115681122.1
13274,WP_293932304.1
13275,WP_148716317.1
13276,WP_028448623.1
13277,WP_252679973.1
13278,WP_144372525.1
13279,WP_012353866.1
13280,WP_025583824.1
13281,WP_147702918.1
13282,WP_168877598.1
13283,WP_084088741.1
13284,WP_157314123.1
13285,MBY0345743.1
13286,NLD67464.1
13287,WP_179358195.1
13288,WP_047394389.1
13289,WP_028455741.1
13290,WP_017510080.1
13291,MBX3612338.1
13292,WP_092306374.1
13293,WP_137938985.1
13294,WP_209774190.1
13295,WP_018006319.1
13296,TAK92328.1
13297,WP_135705919.1
13298,WP_227330753.1
13299,MCD6735392.1
13300,WP_112776805.1
13301,WP_265919637.1
13302,WP_174873914.1
13303,WP_029047863.1
13304,WP_088966535.1
13305,WP_028310611.1
13306,MCX7211434.1
13307,WP_203536964.1
13308,MCX7203175.1
13309,WP_010813191.1
13310,WP_209763737.1
13311,WP_136773169.1
13312,MCF8209938.1
13313,WP_133092327.1
13314,ODT34071.1
13315,WP_087837467.1
13316,WP_174076850.1
13317,MBN9472650.1
13318,WP_008953265.1
13319,WP_024301560.1
13320,HCB1211917.1
13321,WP_011296147.1
13322,WP_020204298.1
13323,WP_200918120.1
13324,WP_293233601.1
13325,WP_070527095.1
13326,WP_013957989.1
13327,WP_039016117.1
13328,MCD6679102.1
13329,WP_035875464.1
13330,WP_211957085.1
13331,WP_215781293.1
13332,WP_028535577.1
13333,KAF7961849.1
13334,ERT54801.1
13335,WP_300084190.1
13336,TXT40561.1
13337,WP_078197855.1
13338,WP_035817177.1
13339,MBP8225628.1
13340,WP_220631029.1
13341,WP_222208485.1
13342,WP_011299004.1
13343,WP_211945770.1
13344,KJK24539.1
13345,WP_300113437.1
13346,WP_276265096.1
13347,WP_224006452.1
13348,WP_071070396.1
13349,WP_301021277.1
13350,WP_075585583.1
13351,RZS86430.1
13352,MBB1075308.1
13353,OQW88750.1
13354,WP_283737958.1
13355,WP_121739867.1
13356,MBV5344135.1
13357,WP_276098481.1
13358,WP_253930656.1
13359,WP_094198040.1
13360,WP_003805646.1
13361,WP_116318139.1
13362,WP_006162455.1
13363,WP_189458616.1
13364,WP_174422992.1
13365,WP_251196689.1
13366,WP_238265549.1
13367,WP_071015461.1
13368,WP_224080837.1
13369,MBF1263407.1
13370,WP_222654086.1
13371,WP_153231337.1
13372,WP_078364878.1
13373,MCA3185445.1
13374,WP_183035267.1
13375,WP_130357523.1
13376,WP_240209096.1
13377,MDH4865740.1
13378,WP_086069250.1
13379,WP_085315111.1
13380,WP_189392774.1
13381,WP_125277169.1
13382,WP_125301854.1
13383,MBF1239043.1
13384,MCX7230507.1
13385,WP_009456856.1
13386,WP_042485601.1
13387,WP_061955401.1
13388,HCA17969.1
13389,WP_026483603.1
13390,MBW7925142.1
13391,AGW91927.1
13392,WP_214934752.1
13393,WP_066732301.1
13394,WP_266108416.1
13395,WP_086061351.1
13396,WP_059318118.1
